,Unnamed: 0,User ID,Name,Rank,Elo,Tier,Avatar,vstar,ended_time,axie_1,Axie 1 Class,Axie 1 Eyes Part ID,Axie 1 Ears Part ID,Axie 1 Horn Part ID,Axie 1 Back Part ID,Axie 1 Mouth Part ID,Axie 1 Tail Part ID,axie_2,Axie 2 Class,Axie 2 Eyes Part ID,Axie 2 Ears Part ID,Axie 2 Horn Part ID,Axie 2 Back Part ID,Axie 2 Mouth Part ID,Axie 2 Tail Part ID,axie_3,Axie 3 Class,Axie 3 Eyes Part ID,Axie 3 Ears Part ID,Axie 3 Horn Part ID,Axie 3 Back Part ID,Axie 3 Mouth Part ID,Axie 3 Tail Part ID,axie_1_rune,axie_2_rune,axie_3_rune,axie_1_eyes_charm,axie_1_mouth_charm,axie_1_ears_charm,axie_1_horn_charm,axie_1_back_charm,axie_1_tail_charm,axie_2_eyes_charm,axie_2_mouth_charm,axie_2_ears_charm,axie_2_horn_charm,axie_2_back_charm,axie_2_tail_charm,axie_3_eyes_charm,axie_3_mouth_charm,axie_3_ears_charm,axie_3_horn_charm,axie_3_back_charm,axie_3_tail_charm,Comp
482,482,1ecc58f9-1956-6c0f-9aa3-f46cdaad50ab,Jakeeelicious | Skylab Elite,483,Bear,3,s4_top20k;bronze_s4,1040,2023-07-27 03:40:24,11233084,plant,Papi,Hollow,Leaf Bug,Pumpkin,Serious,Hot Butt,9301868,plant,Confused,Lotus,Cactus,Pumpkin,Razor Bite,Hot Butt,10226422,plant,Confused,Swirl,Beech,Bidens,Zigzag,Hot Butt,rune_neutral_utility_1,rune_plant_2010_s5_nft,rune_plant_2010_s5_nft,ecard_neutral_1005,ecard_neutral_1002,,ecard_neutral_1001,ecard_neutral_1004,ecard_plant_2013_s5_nft,ecard_neutral_1005,ecard_neutral_1002,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,Hot Butt
483,483,1ecae004-97db-6f75-8bc7-aa48b1b613c3,XoAuraHiru,484,Bear,3,filipino_flag;wood_s4,1040,2023-07-27 03:42:30,11504675,reptile,Blossom,Small Frill,Kestrel,Green Thorns,Tiny Turtle,Yam,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11641769,reptile,Gecko,Small Frill,Strawberry Shortcake,Green Thorns,Silence Whisper,Yam,rune_reptile_2011_s5_nft,rune_neutral_utility_1,rune_reptile_2011_s5_nondec,,ecard_neutral_2018_s5_nft,ecard_neutral_1005,ecard_neutral_1003,ecard_neutral_1005,ecard_neutral_1012_s5,,ecard_neutral_1011_s5,ecard_neutral_1005,ecard_reptile_venoki_1,ecard_plant_2011_s5_nft,ecard_bug_2011_s5_nft,ecard_neutral_1001,ecard_plant_0001,ecard_reptile_venoki_1,ecard_neutral_2010_s5,ecard_neutral_1010_s5,ecard_neutral_1003,Poison
484,484,1ec9eb6f-6157-66a0-a60c-93b4f7c1e134,twitch. tv/ryanthehealer| MGS,485,Bear,3,filipino_flag;temple_gate_lunar23,1040,2023-07-27 01:52:15,11677989,dusk,Kotaro?,Earwing,Wing Horn,Tri Feather,Kotaro,Granma's Fan,11664949,dawn,Little Peas,Innocent Lamb,Wing Horn,Tri Feather,Axie Kiss,Cottontail,11687554,beast,Kotaro?,Earwing,Wing Horn,Tri Feather,Confident,Granma's Fan,rune_dusk_2010_s5_nft,rune_dawn_2010_s5_nft,rune_beast_2010_s5_nft,ecard_bug_2012_s5_nft,ecard_neutral_1001,ecard_bug_2013_s5_nft,ecard_bird_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2011_s5_nondec,ecard_neutral_1011_s5,ecard_beast_tripp_1,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_beast_tripp_1,ecard_bug_2012_s5_nft,ecard_beast_buba_1,ecard_neutral_1012_s5,ecard_neutral_1012_s5,ecard_bird_2012_s5_nft,ecard_neutral_1003,AOE
485,485,1ec9eb6f-5806-61c1-a60c-d2bdad651b8e,Rianer ,486,Bear,3,s3_top20k;0,1040,2023-07-27 00:19:30,17,plant,Little Peas,Leafy,Beech,Buzz Buzz,Humorless,Fish Snack,12,bug,Bookworm,Curved Spine,Babylonia,Garish Worm,Mosquito,Koi,1855454,plant,Papi,Lotus,Cactus,Garish Worm,Confident,Cattail,rune_bug_2011_s5_nft,rune_bird_2011_s5_nft,rune_neutral_1010_s5,ecard_neutral_1005,ecard_neutral_1013_s5,ecard_neutral_1004,ecard_neutral_1004,ecard_neutral_1001,ecard_bug_pomodoro_1,ecard_bird_momo_1,ecard_bird_momo_1,ecard_neutral_1001,ecard_neutral_1001,ecard_bird_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_plant_olek_1,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_ena_1,ecard_neutral_1001,ecard_plant_2012_s5_nft,Sustain
486,486,1ec9eb6f-624d-65e6-a60c-602a330d97c6,SidPitter,487,Bear,3,8;temple_gate_lunar23,1040,2023-07-26 23:51:25,9306466,dusk,Blossom,Tassels,Incisor,Goldfish,Cute Bunny,Cottontail,11799802,plant,Tricky,Innocent Lamb,Scaly Spoon,Indian Star,Silence Whisper,Twin Tail,11601201,mech,Neo,Innocent Lamb,Leaf Bug,Timber,Mosquito,Ant,rune_neutral_1012_s5,rune_plant_2010_s5_nft,rune_mech_2011_s5_nft,,ecard_bug_2013_s5_nft,,,ecard_aquatic_2011_s5_nft,ecard_neutral_1005,ecard_neutral_1001,ecard_plant_2011_s5_nondec,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_bug_pomodoro_1,ecard_neutral_1001,ecard_bug_2011_s5_nft,Sustain
487,487,1ec9eb6f-49fb-6d00-a60c-fe687367fb80,ChaoS,488,Bear,3,s3_top20k;silver_s2,1040,2023-07-27 03:19:40,17,plant,Little Peas,Leafy,Beech,Buzz Buzz,Humorless,Fish Snack,11552288,plant,Cucumber Slice,Sakura,Bamboo Shoot,Watering Can,Silence Whisper,Hatsune,12,bug,Bookworm,Curved Spine,Babylonia,Garish Worm,Mosquito,Koi,rune_bug_2011_s5_nft,rune_plant_2010_s5_nft,rune_bird_momo_1,ecard_neutral_1014_s5,ecard_neutral_1001,ecard_bug_pomodoro_1,ecard_neutral_1001,ecard_neutral_1011_s5,ecard_bug_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_plant_2012_s5_nft,ecard_neutral_1010_s5,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_bird_2013_s5_nft,ecard_bird_momo_1,ecard_neutral_1001,ecard_neutral_1005,ecard_bird_momo_1,ecard_bird_2012_s5_nft,Sustain
488,488,1ec9eb73-5b19-6c36-a60c-e1839d004fe1,JP23,489,Bear,3,s4_top20k;bronze_s4,1040,2023-07-27 03:40:34,11515537,beast,Little Peas,Innocent Lamb,Imp,Furball,Confident,Gerbil,3578398,beast,Zeal,Nut Cracker,Imp,Ronin,Nut Cracker,Nut Cracker,11645224,mech,Bookworm,Innocent Lamb,Clamshell,Indian Star,Confident,Ant,rune_beast_tripp_1,rune_beast_buba_1,rune_neutral_2010_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1005,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2019_s5_nft,ecard_beast_tripp_1,ecard_beast_buba_1,ecard_beast_buba_1,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_neutral_1002,ecard_bug_pomodoro_1,ecard_neutral_2014_s5_nondec,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1004,Sustain
489,489,1ec9eb7e-3d24-6782-a60c-2af9ca181670,Triple XXX,490,Bear,3,0;bronze_s2,1040,2023-07-26 21:53:17,11743204,beast,Zeal,Seaslug,Imp,Goldfish,Confident,Cottontail,11470504,beast,Little Peas,Nut Cracker,Little Branch,Ronin,Nut Cracker,Nut Cracker,10076495,plant,Papi,Clover,Cactus,Bidens,Zigzag,Cattail,rune_beast_tripp_1,rune_beast_buba_1,rune_neutral_2010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1014_s5,ecard_neutral_1002,ecard_beast_buba_1,ecard_neutral_2011_s5,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_neutral_1011_s5,ecard_neutral_1014_s5,ecard_neutral_1011_s5,,ecard_neutral_1010_s5,ecard_neutral_1014_s5,ecard_plant_2012_s5_nft,Beast Aggro
490,490,1ec9eb6f-81d6-69eb-a60c-5999c2f213f3,Individuo Digital || PitiN,491,Bear,3,buba_joker;silver_s2,1040,2023-07-27 03:33:02,11562330,beast,Little Peas,Innocent Lamb,Pocky,Hero,Confident,Shiba,11527284,beast,Little Peas,Innocent Lamb,Eggshell,Jaguar,Confident,Cottontail,11572707,beast,Little Peas,Belieber,Little Branch,Ronin,Axie Kiss,Tiny Dino,rune_neutral_2010_s5_nft,rune_beast_2010_s5_nft,rune_beast_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_beast_2013_s5_nft,ecard_neutral_1002,ecard_beast_tripp_1,ecard_neutral_1001,ecard_bird_2012_s5_nft,ecard_neutral_1002,ecard_beast_tripp_1,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_neutral_1003,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_reptile_2011_s5_nft,Beast Aggro
491,491,1ec9eb7e-6ccf-6419-a60c-b5861010bf57,ARQ_ShelierMZ | Huru,492,Bear,3,s4_top1k;silver_s4,1040,2023-07-27 03:43:18,11785902,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Herbivore,Potato Leaf,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11702654,reptile,Gecko,Small Frill,Scaly Spoon,Green Thorns,Tiny Turtle,Potato Leaf,rune_neutral_1010_s5,rune_reptile_venoki_1,rune_neutral_utility_1,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_reptile_venoki_1,ecard_plant_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_neutral_1014_s5,ecard_reptile_2013_s5_nft,ecard_plant_2012_s5_nft,ecard_neutral_2017_s5_nft,ecard_reptile_2011_s5_nondec,ecard_reptile_2011_s5_nft,ecard_reptile_venoki_1,ecard_reptile_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_plant_2011_s5_nft,Poison
492,492,1ec9eb6f-a6fa-610c-a60c-181a43d20193,Blooming|Xands Gaming|YGG,493,Bear,3,s3_top1k;gold_s1,1040,2023-07-27 03:36:46,11752351,bug,Topaz,Innocent Lamb,Bumpy,Timber,Square Teeth,Nimo,11702526,bug,Topaz,Innocent Lamb,Bumpy,Timber,Doubletalk,Nimo,11769443,bug,Topaz,Innocent Lamb,Babylonia,Goldfish,Square Teeth,Nimo,rune_bug_2010_s5_nft,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_reptile_2011_s5_nft,ecard_bug_2013_s5_nft,,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_neutral_1012_s5,,,ecard_neutral_1013_s5,,ecard_reptile_2011_s5_nft,ecard_bug_2012_s5_nft,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_aquatic_puffy_1,ecard_neutral_1001,Topaz
493,493,1ec9eb7a-edc3-6d9a-a60c-c82c0e466c55,joshe,494,Bear,3,patrick23_hat;silver_s2,1040,2023-07-27 02:04:37,11735393,bug,Neo,Inkling,Parasite,Raven,Doubletalk,Tadpole,11728206,dusk,Neo,Inkling,Parasite,Raven,Doubletalk,Cottontail,11795565,aquatic,Papi,Inkling,Parasite,Garish Worm,Doubletalk,Tadpole,rune_bug_2011_s5_nft,rune_neutral_2010_s5_nft,rune_aquatic_2010_s5_nft,ecard_neutral_1013_s5,ecard_neutral_1012_s5,ecard_aquatic_2011_s5_nft,,ecard_bird_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_1013_s5,ecard_bird_2013_s5_nft,,,ecard_bird_2011_s5_nft,,ecard_plant_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_aquatic_2011_s5_nft,ecard_bug_2012_s5_nft,,ecard_aquatic_2011_s5_nft,Jinx
494,494,1ec9eb77-5b81-6ec4-a60c-614d9c896aa3,BIANCHI-N&M- |@TopGamer|,495,Bear,3,sleepy_beast;bronze_s2,1040,2023-07-27 02:44:12,11727282,mech,Kotaro?,Earwing,Wing Horn,Tri Feather,Kotaro,Granma's Fan,11697437,beast,Kotaro?,Earwing,Wing Horn,Tri Feather,Confident,Shrimp,11693073,dawn,Topaz,Innocent Lamb,Wing Horn,Tri Feather,Confident,Cottontail,rune_mech_2011_s5_nft,rune_beast_2010_s5_nft,rune_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1003,ecard_bug_2012_s5_nft,ecard_neutral_1005,ecard_neutral_1012_s5,ecard_neutral_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_aquatic_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1005,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_bird_2012_s5_nft,ecard_neutral_1005,AOE
495,495,1ec9eb7e-3ceb-6ae9-a60c-c1d82dad4b0e,CaliforniaMaki | LFG,496,Bear,3,s4_top20k;bronze_s4,1040,2023-07-27 03:42:36,11377137,plant,Little Peas,Early Bird,Dual Blade,Scarab,Square Teeth,Carrot,6887055,beast,Chubby,Nut Cracker,Dual Blade,Garish Worm,Axie Kiss,Cottontail,719966,beast,Chubby,Gill,Dual Blade,Ronin,Axie Kiss,Post Fight,rune_plant_olek_1,rune_neutral_offensive_1,rune_beast_2010_s5_nft,ecard_neutral_1010_s5,ecard_bug_2012_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_bug_2012_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1003,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_bug_2012_s5_nft,ecard_neutral_2014_s5_nft,ecard_neutral_1003,ecard_neutral_1011_s5,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1011_s5,ecard_neutral_1011_s5,Bleed
496,496,1ec9eb6f-4ccc-6923-a60c-6ffb9e4eb694,Shirt10,497,Bear,3,s3_top1k;silver_s3,1040,2023-07-26 22:08:30,11734938,reptile,Gecko,Small Frill,Scaly Spoon,Green Thorns,Tiny Turtle,Yam,11617046,reptile,Tricky,Small Frill,Rose Bud,Green Thorns,Tiny Turtle,Grass Snake,11444616,reptile,Gecko,Small Frill,Scaly Spoon,Green Thorns,Piranha,Gila,rune_reptile_venoki_1,rune_reptile_2010_s5_nft,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1005,ecard_neutral_1012_s5,ecard_neutral_1001,ecard_neutral_1002,ecard_reptile_venoki_1,ecard_neutral_1005,ecard_reptile_venoki_1,ecard_reptile_2013_s5_nft,ecard_neutral_1010_s5,ecard_aquatic_2011_s5_nft,ecard_neutral_1014_s5,ecard_neutral_1010_s5,ecard_neutral_1005,ecard_neutral_1003,Poison
497,497,1ec9eb7e-588e-66b1-a60c-489a64a36696,drawing dead,498,Bear,3,sleepy_beast;fluffy_hooves,1040,2023-07-27 00:36:26,17,plant,Little Peas,Leafy,Beech,Buzz Buzz,Humorless,Fish Snack,10707838,plant,Cucumber Slice,Lotus,Cactus,Bidens,Zigzag,Rice,12,bug,Bookworm,Curved Spine,Babylonia,Garish Worm,Mosquito,Koi,rune_neutral_2010_s5,rune_neutral_2010_s5,rune_bird_2011_s5_nft,ecard_neutral_2020_s5,ecard_neutral_1004,ecard_neutral_1013_s5,ecard_neutral_1013_s5,ecard_neutral_1011_s5,ecard_bug_pomodoro_1,ecard_plant_0001,ecard_neutral_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_ena_1,ecard_plant_2011_s5_nondec,ecard_beast_2011_s5_nft,ecard_neutral_1010_s5,ecard_bird_momo_1,ecard_neutral_2010_s5,ecard_neutral_2017_s5,ecard_bird_momo_1,ecard_neutral_1012_s5,Sustain
498,498,1ecc2dfa-39f1-6969-a7d7-5ba9d565b35a,TianYi | LM5,499,Bear,3,ena;fluffy_hooves,1040,2023-07-26 23:15:58,11568957,plant,Gero,Innocent Lamb,Unko,Ronin,Confident,Cottontail,12,bug,Bookworm,Curved Spine,Babylonia,Garish Worm,Mosquito,Koi,17,plant,Little Peas,Leafy,Beech,Buzz Buzz,Humorless,Fish Snack,rune_plant_2010_s5_nft,rune_neutral_offensive_1,rune_bug_pomodoro_1,ecard_neutral_1001,ecard_neutral_2017_s5_nondec,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_2016_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_bird_momo_1,ecard_neutral_1001,ecard_neutral_1014_s5,ecard_neutral_1003,ecard_bird_momo_1,ecard_neutral_1005,ecard_neutral_2020_s5_nft,ecard_bug_pomodoro_1,ecard_neutral_1004,ecard_neutral_1002,ecard_bug_2013_s5_nft,Sustain
499,499,1eda7840-355d-6a0f-b07e-bddb7ec5808d,Solstice | Marino443,500,Bear,3,filipino_flag;patrick23,1040,2023-07-27 03:40:30,11773645,plant,Gecko,Small Frill,Bamboo Shoot,Green Thorns,Tiny Turtle,Potato Leaf,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11783347,reptile,Gecko,Small Frill,Bamboo Shoot,Green Thorns,Tiny Turtle,Potato Leaf,rune_plant_2010_s5_nondec,rune_neutral_utility_1,rune_reptile_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2013_s5_nondec,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1005,ecard_neutral_1002,ecard_neutral_1001,ecard_neutral_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1002,ecard_reptile_venoki_1,ecard_plant_ena_1,ecard_neutral_1001,ecard_neutral_1001,Poison
500,500,1ed306b8-58c7-6021-b12d-591eb678dbaa,Sir.EnyelM|Gryphus,501,Bear,3,,1030,2023-07-27 03:37:42,11792599,plant,Papi,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Shrimp,11793785,bug,Chubby,Leafy,Bamboo Shoot,Shiitake,Axie Kiss,Cottontail,11787810,beast,Puppy,Leafy,Bamboo Shoot,Hero,Piranha,Shrimp,rune_neutral_1010_s5,rune_neutral_2010_s5,rune_beast_2010_s5_nondec,ecard_neutral_1010_s5,ecard_bug_2013_s5_nft,ecard_neutral_1012_s5,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_neutral_1002,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_neutral_1001,ecard_neutral_1014_s5,ecard_neutral_2017_s5,ecard_neutral_1002,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_neutral_1011_s5,ecard_neutral_1002,Leafy
501,501,1ec9eb6f-4a6f-6f7a-a60c-3a543ce6e7d4,Nicojfc,502,Bear,3,s4_top20k;bronze_s3,1030,2023-07-27 03:40:19,7129025,plant,Papi,Lotus,Cactus,Watering Can,Silence Whisper,Shiba,11558779,beast,Little Peas,Innocent Lamb,Eggshell,Ronin,Goda,Cottontail,11506311,beast,Little Peas,Belieber,Little Branch,Ronin,Confident,Shiba,rune_plant_2010_s5_nft,rune_beast_2011_s5_nft,rune_neutral_1011_s5,ecard_plant_2012_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_beast_tripp_1,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_2017_s5_nft,ecard_neutral_1001,ecard_beast_tripp_1,ecard_beast_2012_s5_nft,ecard_beast_buba_1,ecard_neutral_1001,ecard_beast_buba_1,Beast Aggro
502,502,1ec9eb6f-755d-6b8c-a60c-820253a4ca25,Zoroark | JHS CC,503,Bear,3,13;gold_s2,1030,2023-07-26 22:52:40,11738669,bug,Topaz,Innocent Lamb,Bumpy,Garish Worm,Square Teeth,Nimo,11751245,dawn,Topaz,Innocent Lamb,Shoal Star,Goldfish,Hungry Bird,Nimo,11730359,mech,Topaz,Innocent Lamb,Trump,Goldfish,Hungry Bird,Nimo,rune_bug_2011_s5_nft,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_reptile_2013_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_bug_2012_s5_nft,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_bird_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_aquatic_2013_s5_nft,ecard_neutral_2019_s5_nft,ecard_bird_2011_s5_nft,ecard_neutral_1001,ecard_bird_2012_s5_nft,ecard_neutral_2011_s5_nondec,ecard_aquatic_2013_s5_nft,Topaz
503,503,1ed638ff-0209-6ee9-a51e-0ef5ac824349,Emong,504,Bear,3,filipino_flag;bandila_celebration,1030,2023-07-27 02:32:39,10755191,plant,Blossom,Puppy,Cactus,Bidens,Zigzag,Cattail,11555851,beast,Little Peas,Innocent Lamb,Eggshell,Ronin,Confident,Cottontail,201915,beast,Chubby,Nut Cracker,Imp,Ronin,Nut Cracker,Nut Cracker,rune_plant_olek_1,rune_beast_tripp_1,rune_beast_buba_1,ecard_neutral_2010_s5,ecard_neutral_1010_s5,ecard_neutral_1011_s5,ecard_neutral_1001,ecard_plant_olek_1,ecard_plant_olek_1,ecard_neutral_1011_s5,ecard_neutral_1005,ecard_beast_tripp_1,ecard_neutral_1003,ecard_neutral_1011_s5,ecard_neutral_1005,ecard_neutral_1003,ecard_beast_buba_1,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1002,ecard_beast_buba_1,Beast Aggro
504,504,1ec9eb6f-4829-6048-a60c-f902b70afa1b,Ozymandias510,505,Bear,3,tournament_atia;silver_s4,1030,2023-07-26 19:25:24,11785098,plant,Little Peas,Leafy,Bamboo Shoot,Garish Worm,Cute Bunny,Shrimp,11776058,aquatic,Gecko,Leafy,Bamboo Shoot,Garish Worm,Risky Fish,Cottontail,11802859,beast,Little Peas,Leafy,Bamboo Shoot,Hero,Confident,Shrimp,rune_neutral_utility_1,rune_aquatic_2010_s5_nft,rune_beast_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1001,ecard_neutral_2010_s5,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_2012_s5_nft,ecard_plant_ena_1,ecard_neutral_1002,ecard_neutral_1014_s5,ecard_beast_buba_1,ecard_neutral_1014_s5,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_beast_buba_1,ecard_neutral_2011_s5_nft,Leafy
505,505,1ec9eb6f-9f9e-6aef-a60c-dccf22a5ef9a,OG™ | KingBmun,506,Bear,3,s4_top1k;silver_s4,1030,2023-07-27 01:48:17,11765586,bug,Topaz,Innocent Lamb,Bumpy,Timber,Square Teeth,Nimo,11777098,dawn,Topaz,Innocent Lamb,Bumpy,Timber,Square Teeth,Nimo,11763535,mech,Topaz,Innocent Lamb,Babylonia,Goldfish,Piranha,Nimo,rune_neutral_1010_s5,rune_neutral_1011_s5,rune_mech_2010_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1011_s5,ecard_neutral_1010_s5,ecard_reptile_2011_s5_nft,ecard_neutral_2010_s5_nondec,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nondec,ecard_neutral_1013_s5,,ecard_neutral_1011_s5,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1001,Topaz
506,506,1ec9eb6f-74d9-647a-a60c-21a60ecbb94a,Dr. Carol | Huru,507,Bear,3,s3_top1k;fluffy_hooves,1030,2023-07-26 19:22:49,11766420,bug,Neo,Innocent Lamb,Parasite,Garish Worm,Square Teeth,Ant,11768820,beast,Little Peas,Innocent Lamb,Dual Blade,Ronin,Axie Kiss,Cottontail,11789854,beast,Little Peas,Belieber,Little Branch,Ronin,Axie Kiss,Tiny Dino,rune_bug_2010_s5_nft,rune_beast_2011_s5_nft,rune_beast_2010_s5_nft,ecard_bug_2011_s5_nft,ecard_bug_2012_s5_nft,ecard_neutral_2010_s5_nft,ecard_bug_2012_s5_nft,ecard_bug_2012_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_2019_s5_nft,ecard_neutral_1001,ecard_beast_tripp_1,ecard_beast_2011_s5_nft,ecard_neutral_1001,ecard_neutral_2014_s5_nft,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_beast_2012_s5_nft,ecard_beast_buba_1,ecard_neutral_1002,ecard_neutral_1002,Beast Aggro
507,507,1ec9eb6f-444e-675c-a60c-70b60b59e5a3,Rankiao#2330 | Tboys,508,Bear,3,s4_top20k;bronze_s4,1030,2023-07-27 03:40:11,11492285,aquatic,Sleepless,Inkling,Babylonia,Goldfish,Risky Fish,Iguana,11466976,beast,Sleepless,Belieber,Little Branch,Jaguar,Toothless Bite,Cottontail,11332641,aquatic,Sleepless,Inkling,Arco,Sandal,Risky Fish,Nimo,rune_neutral_2010_s5_nft,rune_beast_2010_s5_nft,rune_aquatic_2010_s5_nondec,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1002,ecard_beast_2012_s5_nft,ecard_beast_buba_1,ecard_beast_buba_1,ecard_neutral_1001,ecard_aquatic_puffy_1,ecard_aquatic_puffy_1,ecard_neutral_1002,ecard_neutral_1002,ecard_bug_2012_s5_nft,ecard_neutral_1001,Jinx
508,508,1ed7df8f-bb52-6657-953b-9ccc0ca80cef,[AG] TARUB,509,Bear,3,filipino_flag;bandila_celebration,1030,2023-07-27 03:41:14,11767040,plant,Clear,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Shrimp,11785857,plant,Chubby,Leafy,Bamboo Shoot,Ronin,Herbivore,Cottontail,11781118,beast,Chubby,Leafy,Bamboo Shoot,Buzz Buzz,Confident,Shrimp,rune_neutral_offensive_1,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1011_s5,ecard_aquatic_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1002,ecard_beast_tripp_1,ecard_neutral_1003,ecard_beast_tripp_1,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1003,ecard_aquatic_2011_s5_nondec,Leafy
